S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
8815,29/10/2020,Tripura,30566,1696,28525,345
8816,30/10/2020,Tripura,30663,1580,28737,346
8817,31/10/2020,Tripura,30717,1493,28878,346
8818,01/11/2020,Tripura,30794,1400,29048,346
8819,02/11/2020,Tripura,30852,1270,29234,348
8820,03/11/2020,Tripura,30989,1321,29318,350
8821,04/11/2020,Tripura,31105,1322,29430,353
8822,05/11/2020,Tripura,31237,1339,29545,353
8823,06/11/2020,Tripura,31347,1327,29666,354
8824,07/11/2020,Tripura,31434,1286,29792,356
8825,08/11/2020,Tripura,31517,1302,29858,357
8826,09/11/2020,Tripura,31543,1219,29965,359
8827,10/11/2020,Tripura,31622,1254,30009,359
8828,11/11/2020,Tripura,31706,1289,30058,359
8829,12/11/2020,Tripura,31765,1198,30208,359
8830,13/11/2020,Tripura,31841,1167,30314,360
8831,14/11/2020,Tripura,31919,1143,30414,362
8832,15/11/2020,Tripura,31945,1105,30478,362
8833,16/11/2020,Tripura,31962,1043,30555,364
8834,17/11/2020,Tripura,32039,1044,30631,364
8835,18/11/2020,Tripura,32112,998,30750,364
8836,19/11/2020,Tripura,32217,997,30856,364
8837,20/11/2020,Tripura,32292,959,30968,365
8838,21/11/2020,Tripura,32367,917,31084,366
8839,22/11/2020,Tripura,32415,870,31179,366
8840,23/11/2020,Tripura,32434,796,31269,369
8841,24/11/2020,Tripura,32493,827,31296,370
8842,25/11/2020,Tripura,32528,790,31368,370
8843,26/11/2020,Tripura,32578,767,31441,370
8844,27/11/2020,Tripura,32610,741,31499,370
8845,28/11/2020,Tripura,32641,703,31568,370
8846,29/11/2020,Tripura,32674,649,31655,370
8847,30/11/2020,Tripura,32695,595,31730,370
8848,01/12/2020,Tripura,32726,592,31764,370
8849,02/12/2020,Tripura,32764,571,31821,372
8850,03/12/2020,Tripura,32803,552,31879,372
8851,04/12/2020,Tripura,32836,517,31947,372
8852,05/12/2020,Tripura,32860,479,32009,372
8853,06/12/2020,Tripura,32891,451,32068,372
8854,07/12/2020,Tripura,32897,414,32110,373
8855,08/12/2020,Tripura,32925,427,32125,373
8856,09/12/2020,Tripura,32945,403,32169,373
8857,10/12/2020,Tripura,32976,399,32204,373
8858,11/12/2020,Tripura,32997,373,32250,374
8859,12/03/2020,Uttar Pradesh,11,11,0,0
8860,13/03/2020,Uttar Pradesh,11,11,0,0
8861,14/03/2020,Uttar Pradesh,12,7,5,0
8862,15/03/2020,Uttar Pradesh,12,8,4,0
8863,16/03/2020,Uttar Pradesh,13,9,4,0
8864,17/03/2020,Uttar Pradesh,15,10,5,0
8865,18/03/2020,Uttar Pradesh,16,11,5,0
8866,19/03/2020,Uttar Pradesh,17,12,5,0
8867,20/03/2020,Uttar Pradesh,19,10,9,0
8868,21/03/2020,Uttar Pradesh,24,15,9,0
8869,22/03/2020,Uttar Pradesh,27,18,9,0
8870,23/03/2020,Uttar Pradesh,31,22,9,0
8871,24/03/2020,Uttar Pradesh,33,24,9,0
8872,25/03/2020,Uttar Pradesh,33,22,11,0
8873,26/03/2020,Uttar Pradesh,37,26,11,0
8874,27/03/2020,Uttar Pradesh,41,30,11,0
8875,28/03/2020,Uttar Pradesh,55,44,11,0
8876,29/03/2020,Uttar Pradesh,55,44,11,0
8877,30/03/2020,Uttar Pradesh,75,64,11,0
8878,31/03/2020,Uttar Pradesh,101,87,14,0
8879,01/04/2020,Uttar Pradesh,103,89,14,0
8880,02/04/2020,Uttar Pradesh,113,97,14,2
8881,03/04/2020,Uttar Pradesh,113,97,14,2
8882,04/04/2020,Uttar Pradesh,174,153,19,2
8883,05/04/2020,Uttar Pradesh,227,206,19,2
8884,06/04/2020,Uttar Pradesh,227,206,19,2
8885,07/04/2020,Uttar Pradesh,305,281,21,3
8886,08/04/2020,Uttar Pradesh,326,302,21,3
8887,09/04/2020,Uttar Pradesh,361,330,27,4
8888,10/04/2020,Uttar Pradesh,410,375,31,4
8889,11/04/2020,Uttar Pradesh,431,395,32,4
8890,12/04/2020,Uttar Pradesh,452,402,45,5
8891,13/04/2020,Uttar Pradesh,483,432,46,5
8892,14/04/2020,Uttar Pradesh,558,504,49,5
8893,15/04/2020,Uttar Pradesh,660,605,50,5
8894,16/04/2020,Uttar Pradesh,735,673,51,11
8895,17/04/2020,Uttar Pradesh,805,718,74,13
8896,18/04/2020,Uttar Pradesh,849,753,82,14
8897,19/04/2020,Uttar Pradesh,969,869,86,14
8898,20/04/2020,Uttar Pradesh,1084,959,108,17
8899,21/04/2020,Uttar Pradesh,1184,1026,140,18
8900,22/04/2020,Uttar Pradesh,1294,1134,140,20
8901,23/04/2020,Uttar Pradesh,1449,1255,173,21
8902,24/04/2020,Uttar Pradesh,1510,1280,206,24
8903,25/04/2020,Uttar Pradesh,1621,1349,247,25
8904,26/04/2020,Uttar Pradesh,1793,1505,261,27
8905,27/04/2020,Uttar Pradesh,1868,1550,289,29
8906,28/04/2020,Uttar Pradesh,1955,1589,335,31
8907,29/04/2020,Uttar Pradesh,2053,1557,462,34
8908,30/04/2020,Uttar Pradesh,2134,1585,510,39
8909,01/05/2020,Uttar Pradesh,2203,1651,513,39
8910,02/05/2020,Uttar Pradesh,2328,1632,654,42
8911,03/05/2020,Uttar Pradesh,2487,1755,689,43
8912,04/05/2020,Uttar Pradesh,2645,1848,754,43
8913,05/05/2020,Uttar Pradesh,2766,1914,802,50
8914,06/05/2020,Uttar Pradesh,2880,1837,987,56
8915,07/05/2020,Uttar Pradesh,2998,1808,1130,60
8916,08/05/2020,Uttar Pradesh,3071,1759,1250,62
8917,09/05/2020,Uttar Pradesh,3214,1761,1387,66
8918,10/05/2020,Uttar Pradesh,3373,1800,1499,74
8919,11/05/2020,Uttar Pradesh,3467,1740,1653,74
8920,12/05/2020,Uttar Pradesh,3573,1735,1758,80
8921,13/05/2020,Uttar Pradesh,3664,1709,1873,82
8922,14/05/2020,Uttar Pradesh,3729,1744,1902,83
8923,15/05/2020,Uttar Pradesh,3902,1742,2072,88
8924,16/05/2020,Uttar Pradesh,4057,1797,2165,95
8925,17/05/2020,Uttar Pradesh,4258,1713,2441,104
8926,18/05/2020,Uttar Pradesh,4259,1714,2441,104
8927,19/05/2020,Uttar Pradesh,4605,1704,2783,118
8928,20/05/2020,Uttar Pradesh,4926,1885,2918,123
8929,21/05/2020,Uttar Pradesh,5175,1982,3066,127
8930,22/05/2020,Uttar Pradesh,5515,2173,3204,138
8931,23/05/2020,Uttar Pradesh,5735,2345,3238,152
8932,24/05/2020,Uttar Pradesh,6017,2456,3406,155
8933,25/05/2020,Uttar Pradesh,6268,2569,3538,161
8934,26/05/2020,Uttar Pradesh,6532,2786,3581,165
8935,27/05/2020,Uttar Pradesh,6548,2680,3698,170
8936,28/05/2020,Uttar Pradesh,6991,2818,3991,182
8937,29/05/2020,Uttar Pradesh,7170,2758,4215,197
8938,30/05/2020,Uttar Pradesh,7284,2842,4244,198
8939,31/05/2020,Uttar Pradesh,7445,2834,4410,201
8940,01/06/2020,Uttar Pradesh,7823,2901,4709,213
8941,02/06/2020,Uttar Pradesh,8075,3015,4843,217
8942,03/06/2020,Uttar Pradesh,8361,3109,5030,222
8943,04/06/2020,Uttar Pradesh,8729,3324,5176,229
8944,05/06/2020,Uttar Pradesh,9237,3553,5439,245
8945,06/06/2020,Uttar Pradesh,9733,3828,5648,257
8946,07/06/2020,Uttar Pradesh,9733,3828,5648,257
8947,08/06/2020,Uttar Pradesh,10536,4076,6185,275
8948,09/06/2020,Uttar Pradesh,10947,4320,6344,283
8949,10/06/2020,Uttar Pradesh,11335,4365,6669,301
8950,11/06/2020,Uttar Pradesh,11610,4418,6871,321
8951,12/06/2020,Uttar Pradesh,12088,4451,7292,345
8952,13/06/2020,Uttar Pradesh,12616,4642,7609,365
8953,14/06/2020,Uttar Pradesh,13118,4858,7875,385
8954,15/06/2020,Uttar Pradesh,13615,4948,8268,399
8955,16/06/2020,Uttar Pradesh,13615,4948,8268,399
8956,17/06/2020,Uttar Pradesh,14091,5064,8610,417
8957,18/06/2020,Uttar Pradesh,14598,5259,8904,435
8958,19/06/2020,Uttar Pradesh,15181,5477,9239,465
8959,20/06/2020,Uttar Pradesh,15785,5659,9638,488
8960,21/06/2020,Uttar Pradesh,16594,6092,9995,507
8961,22/06/2020,Uttar Pradesh,17731,6186,10995,550
8962,23/06/2020,Uttar Pradesh,18322,6152,11601,569
8963,24/06/2020,Uttar Pradesh,18893,6189,12116,588
8964,25/06/2020,Uttar Pradesh,19557,6375,12586,596
8965,26/06/2020,Uttar Pradesh,20193,6463,13119,611
8966,27/06/2020,Uttar Pradesh,20943,6730,13583,630
8967,28/06/2020,Uttar Pradesh,21549,6685,14215,649
8968,29/06/2020,Uttar Pradesh,22147,6679,14808,660
8969,30/06/2020,Uttar Pradesh,22828,6650,15506,672
8970,01/07/2020,Uttar Pradesh,23492,6711,16084,697
8971,02/07/2020,Uttar Pradesh,24056,6709,16629,718
8972,03/07/2020,Uttar Pradesh,24825,6869,17221,735
8973,04/07/2020,Uttar Pradesh,25797,7451,17597,749
8974,05/07/2020,Uttar Pradesh,26554,7627,18154,773
8975,06/07/2020,Uttar Pradesh,27707,8161,18761,785
8976,07/07/2020,Uttar Pradesh,28636,8718,19109,809
8977,08/07/2020,Uttar Pradesh,29968,9514,19627,827
8978,09/07/2020,Uttar Pradesh,31156,9980,20331,845
8979,10/07/2020,Uttar Pradesh,32362,10373,21127,862
8980,11/07/2020,Uttar Pradesh,33700,11024,21787,889
8981,12/07/2020,Uttar Pradesh,35092,11490,22689,913
8982,13/07/2020,Uttar Pradesh,36476,12208,23334,934
8983,14/07/2020,Uttar Pradesh,38130,12972,24203,955
8984,15/07/2020,Uttar Pradesh,39724,13758,24983,983
8985,16/07/2020,Uttar Pradesh,41383,14628,25743,1012
8986,17/07/2020,Uttar Pradesh,43441,15720,26675,1046
8987,18/07/2020,Uttar Pradesh,45163,16445,27634,1084
8988,19/07/2020,Uttar Pradesh,47036,17264,28664,1108
8989,20/07/2020,Uttar Pradesh,49247,18256,29845,1146
8990,21/07/2020,Uttar Pradesh,51160,19137,30831,1192
8991,22/07/2020,Uttar Pradesh,53288,20204,31855,1229
8992,23/07/2020,Uttar Pradesh,55588,20825,33500,1263
8993,24/07/2020,Uttar Pradesh,58104,21012,35803,1289
8994,25/07/2020,Uttar Pradesh,60771,21711,37712,1348
8995,26/07/2020,Uttar Pradesh,63742,22452,39903,1387
8996,27/07/2020,Uttar Pradesh,66988,23921,41641,1426
8997,28/07/2020,Uttar Pradesh,70493,26204,42833,1456
8998,29/07/2020,Uttar Pradesh,73951,27934,44520,1497
8999,30/07/2020,Uttar Pradesh,77334,29997,45807,1530
9000,31/07/2020,Uttar Pradesh,81039,32649,46803,1587
9001,01/08/2020,Uttar Pradesh,85461,34968,48863,1630
9002,02/08/2020,Uttar Pradesh,89048,36037,51334,1677
9003,03/08/2020,Uttar Pradesh,92921,38023,53168,1730
9004,04/08/2020,Uttar Pradesh,97362,40191,55393,1778
9005,05/08/2020,Uttar Pradesh,100310,41222,57271,1817
9006,06/08/2020,Uttar Pradesh,104388,41973,60558,1857
9007,07/08/2020,Uttar Pradesh,108974,43654,63402,1918
9008,08/08/2020,Uttar Pradesh,113378,44563,66834,1981
9009,09/08/2020,Uttar Pradesh,118038,46177,69833,2028
9010,10/08/2020,Uttar Pradesh,122609,47890,72650,2069
9011,11/08/2020,Uttar Pradesh,126722,47878,76724,2120
9012,12/08/2020,Uttar Pradesh,131763,48998,80589,2176
9013,13/08/2020,Uttar Pradesh,136238,49347,84661,2230
9014,14/08/2020,Uttar Pradesh,140775,49709,88786,2280
9015,15/08/2020,Uttar Pradesh,145287,50426,92526,2335
9016,16/08/2020,Uttar Pradesh,150061,51437,96231,2393
9017,17/08/2020,Uttar Pradesh,154418,51537,100432,2449
9018,18/08/2020,Uttar Pradesh,158216,50893,104808,2515
9019,19/08/2020,Uttar Pradesh,162434,50242,109607,2585
9020,20/08/2020,Uttar Pradesh,167510,49645,115227,2638
9021,21/08/2020,Uttar Pradesh,172334,48511,121090,2733
9022,22/08/2020,Uttar Pradesh,177239,47785,126657,2797
9023,23/08/2020,Uttar Pradesh,182453,48291,131295,2867
9024,24/08/2020,Uttar Pradesh,187781,49242,135613,2926
9025,25/08/2020,Uttar Pradesh,192382,49288,140107,2987
9026,26/08/2020,Uttar Pradesh,197388,49575,144754,3059
9027,27/08/2020,Uttar Pradesh,203028,51317,148562,3149
9028,28/08/2020,Uttar Pradesh,208419,52309,152893,3217
9029,29/08/2020,Uttar Pradesh,213824,52651,157879,3294
9030,30/08/2020,Uttar Pradesh,219457,53360,162741,3356
9031,31/08/2020,Uttar Pradesh,225632,54666,167543,3423
9032,01/09/2020,Uttar Pradesh,230414,54788,172140,3486
9033,02/09/2020,Uttar Pradesh,235757,55538,176677,3542
9034,03/09/2020,Uttar Pradesh,241439,56459,181364,3616
9035,04/09/2020,Uttar Pradesh,247101,57598,185812,3691
9036,05/09/2020,Uttar Pradesh,253175,58595,190818,3762
9037,06/09/2020,Uttar Pradesh,259765,59963,195959,3843
9038,07/09/2020,Uttar Pradesh,266283,61625,200738,3920
9039,08/09/2020,Uttar Pradesh,271851,62144,205731,3976
9040,09/09/2020,Uttar Pradesh,278473,63256,211170,4047
9041,10/09/2020,Uttar Pradesh,285041,64028,216901,4112
9042,11/09/2020,Uttar Pradesh,292029,66317,221506,4206
9043,12/09/2020,Uttar Pradesh,299045,67321,227442,4282
9044,13/09/2020,Uttar Pradesh,305831,67955,233527,4349
9045,14/09/2020,Uttar Pradesh,312036,68122,239485,4429
9046,15/09/2020,Uttar Pradesh,317195,67287,245417,4491
9047,16/09/2020,Uttar Pradesh,324036,67335,252097,4604
9048,17/09/2020,Uttar Pradesh,330265,67002,258573,4690
9049,18/09/2020,Uttar Pradesh,336294,68235,263288,4771
9050,19/09/2020,Uttar Pradesh,342788,67825,270094,4869
9051,20/09/2020,Uttar Pradesh,348517,66874,276690,4953
9052,21/09/2020,Uttar Pradesh,354275,65954,283274,5047
9053,22/09/2020,Uttar Pradesh,358893,64164,289594,5135
9054,23/09/2020,Uttar Pradesh,364543,63148,296183,5212
9055,24/09/2020,Uttar Pradesh,369686,61698,302689,5299
9056,25/09/2020,Uttar Pradesh,374277,61300,307611,5366
9057,26/09/2020,Uttar Pradesh,378533,59397,313686,5450
9058,27/09/2020,Uttar Pradesh,382835,57086,320232,5517
9059,28/09/2020,Uttar Pradesh,387085,55603,325888,5594
9060,29/09/2020,Uttar Pradesh,390875,53953,331270,5652
9061,30/09/2020,Uttar Pradesh,394856,52160,336981,5715
9062,01/10/2020,Uttar Pradesh,399082,50883,342415,5784
9063,02/10/2020,Uttar Pradesh,403101,50378,346859,5864
9064,03/10/2020,Uttar Pradesh,406995,49112,351966,5917
9065,04/10/2020,Uttar Pradesh,410626,47823,356826,5977
9066,05/10/2020,Uttar Pradesh,414466,46385,362052,6029
9067,06/10/2020,Uttar Pradesh,417437,45024,366321,6092
9068,07/10/2020,Uttar Pradesh,420937,44031,370753,6153
9069,08/10/2020,Uttar Pradesh,424326,43154,374972,6200
9070,09/10/2020,Uttar Pradesh,427459,42552,378662,6245
9071,10/10/2020,Uttar Pradesh,430666,41287,383086,6293
9072,11/10/2020,Uttar Pradesh,433712,40210,387149,6353
9073,12/10/2020,Uttar Pradesh,436979,40019,390566,6394
9074,13/10/2020,Uttar Pradesh,439161,38815,393908,6438
9075,14/10/2020,Uttar Pradesh,442118,38082,397570,6466
9076,15/10/2020,Uttar Pradesh,444711,36898,401306,6507
9077,16/10/2020,Uttar Pradesh,447383,36295,404545,6543
9078,17/10/2020,Uttar Pradesh,449935,35263,408083,6589
9079,18/10/2020,Uttar Pradesh,452660,34420,411611,6629
9080,19/10/2020,Uttar Pradesh,455146,32896,415592,6658
9081,20/10/2020,Uttar Pradesh,456865,31495,418685,6685
9082,21/10/2020,Uttar Pradesh,459154,30416,422024,6714
9083,22/10/2020,Uttar Pradesh,461475,29364,425356,6755
9084,23/10/2020,Uttar Pradesh,463858,29131,427937,6790
9085,24/10/2020,Uttar Pradesh,466060,28268,430962,6830
9086,25/10/2020,Uttar Pradesh,468238,27681,433703,6854
9087,26/10/2020,Uttar Pradesh,470270,27317,436071,6882
9088,27/10/2020,Uttar Pradesh,472077,26652,438521,6904
9089,28/10/2020,Uttar Pradesh,474054,26267,440847,6940
9090,29/10/2020,Uttar Pradesh,476034,25487,443589,6958
9091,30/10/2020,Uttar Pradesh,477895,24858,446054,6983
9092,31/10/2020,Uttar Pradesh,480082,24431,448644,7007
9093,01/11/2020,Uttar Pradesh,481863,23768,451070,7025
9094,02/11/2020,Uttar Pradesh,483832,23323,453458,7051
9095,03/11/2020,Uttar Pradesh,485609,23035,455498,7076
9096,04/11/2020,Uttar Pradesh,487335,22538,457708,7089
9097,05/11/2020,Uttar Pradesh,489502,22676,459722,7104
9098,06/11/2020,Uttar Pradesh,491354,23150,461073,7131
9099,07/11/2020,Uttar Pradesh,493527,23132,463240,7155
9100,08/11/2020,Uttar Pradesh,495421,22991,465250,7180
9101,09/11/2020,Uttar Pradesh,497563,23249,467108,7206
9102,10/11/2020,Uttar Pradesh,499199,22965,469003,7231
9103,11/11/2020,Uttar Pradesh,501311,22846,471204,7261
9104,12/11/2020,Uttar Pradesh,503159,22562,473316,7281
9105,13/11/2020,Uttar Pradesh,505426,22949,475175,7302
9106,14/11/2020,Uttar Pradesh,507602,23095,477180,7327
9107,15/11/2020,Uttar Pradesh,509903,23367,479182,7354
9108,16/11/2020,Uttar Pradesh,511304,22967,480965,7372
9109,17/11/2020,Uttar Pradesh,512850,22603,482854,7393
9110,18/11/2020,Uttar Pradesh,514270,22166,484692,7412
9111,19/11/2020,Uttar Pradesh,516616,21954,487221,7441
9112,20/11/2020,Uttar Pradesh,519148,22757,488911,7480
9113,21/11/2020,Uttar Pradesh,521988,23357,491131,7500
9114,22/11/2020,Uttar Pradesh,524223,23471,493228,7524
9115,23/11/2020,Uttar Pradesh,526780,23806,495415,7559
9116,24/11/2020,Uttar Pradesh,528833,23776,497475,7582
9117,25/11/2020,Uttar Pradesh,531050,23928,499507,7615
9118,26/11/2020,Uttar Pradesh,533355,24876,500835,7644
9119,27/11/2020,Uttar Pradesh,535449,25422,502353,7674
9120,28/11/2020,Uttar Pradesh,537747,25639,504411,7697
9121,29/11/2020,Uttar Pradesh,539899,25243,506938,7718
9122,30/11/2020,Uttar Pradesh,541873,24575,509556,7742
9123,01/12/2020,Uttar Pradesh,543888,24099,512028,7761
9124,02/12/2020,Uttar Pradesh,545545,23670,514087,7788
9125,03/12/2020,Uttar Pradesh,547308,22797,516694,7817
9126,04/12/2020,Uttar Pradesh,549228,22990,518390,7848
9127,05/12/2020,Uttar Pradesh,551179,22665,520637,7877
9128,06/12/2020,Uttar Pradesh,553012,22245,522867,7900
9129,07/12/2020,Uttar Pradesh,554944,22160,524860,7924
9130,08/12/2020,Uttar Pradesh,556397,21732,526721,7944
9131,09/12/2020,Uttar Pradesh,558173,21374,528832,7967
9132,10/12/2020,Uttar Pradesh,559499,20658,530854,7987
9133,11/12/2020,Uttar Pradesh,561161,20801,532349,8011
9134,16/03/2020,Uttarakhand,1,1,0,0
9135,17/03/2020,Uttarakhand,1,1,0,0
9136,18/03/2020,Uttarakhand,1,1,0,0
9137,19/03/2020,Uttarakhand,1,1,0,0
9138,20/03/2020,Uttarakhand,1,1,0,0
9139,21/03/2020,Uttarakhand,3,3,0,0
9140,22/03/2020,Uttarakhand,3,3,0,0
9141,23/03/2020,Uttarakhand,3,3,0,0
9142,24/03/2020,Uttarakhand,3,3,0,0
9143,25/03/2020,Uttarakhand,4,4,0,0
9144,26/03/2020,Uttarakhand,5,5,0,0
9145,27/03/2020,Uttarakhand,5,5,0,0
9146,28/03/2020,Uttarakhand,5,5,0,0
9147,29/03/2020,Uttarakhand,6,5,1,0
9148,30/03/2020,Uttarakhand,7,5,2,0
9149,31/03/2020,Uttarakhand,7,5,2,0
9150,01/04/2020,Uttarakhand,7,5,2,0
9151,02/04/2020,Uttarakhand,7,5,2,0
9152,03/04/2020,Uttarakhand,10,8,2,0
9153,04/04/2020,Uttarakhand,16,14,2,0
9154,05/04/2020,Uttarakhand,22,20,2,0
9155,06/04/2020,Uttarakhand,26,22,4,0
9156,07/04/2020,Uttarakhand,31,26,5,0
9157,08/04/2020,Uttarakhand,31,26,5,0
9158,09/04/2020,Uttarakhand,33,28,5,0
9159,10/04/2020,Uttarakhand,35,30,5,0
9160,11/04/2020,Uttarakhand,35,30,5,0
9161,12/04/2020,Uttarakhand,35,30,5,0
9162,13/04/2020,Uttarakhand,35,30,5,0
9163,14/04/2020,Uttarakhand,35,30,5,0
9164,15/04/2020,Uttarakhand,37,28,9,0
9165,16/04/2020,Uttarakhand,37,28,9,0
9166,17/04/2020,Uttarakhand,37,28,9,0
9167,18/04/2020,Uttarakhand,40,31,9,0
9168,19/04/2020,Uttarakhand,42,33,9,0
9169,20/04/2020,Uttarakhand,44,33,11,0
9170,21/04/2020,Uttarakhand,46,28,18,0
9171,22/04/2020,Uttarakhand,46,27,19,0
9172,23/04/2020,Uttarakhand,46,23,23,0
9173,24/04/2020,Uttarakhand,47,23,24,0
9174,25/04/2020,Uttarakhand,48,23,25,0
9175,26/04/2020,Uttarakhand,48,22,26,0
9176,27/04/2020,Uttarakhand,50,22,28,0
9177,28/04/2020,Uttarakhand,51,18,33,0
9178,29/04/2020,Uttarakhand,54,21,33,0
9179,30/04/2020,Uttarakhand,55,19,36,0
9180,01/05/2020,Uttarakhand,57,21,36,0
9181,02/05/2020,Uttarakhand,58,22,36,0
9182,03/05/2020,Uttarakhand,59,20,39,0
9183,04/05/2020,Uttarakhand,60,21,39,0
9184,05/05/2020,Uttarakhand,60,20,39,1
9185,06/05/2020,Uttarakhand,61,21,39,1
9186,07/05/2020,Uttarakhand,61,21,39,1
9187,08/05/2020,Uttarakhand,61,21,39,1
9188,09/05/2020,Uttarakhand,63,16,46,1
9189,10/05/2020,Uttarakhand,67,20,46,1
9190,11/05/2020,Uttarakhand,68,21,46,1
9191,12/05/2020,Uttarakhand,68,21,46,1
9192,13/05/2020,Uttarakhand,69,22,46,1
9193,14/05/2020,Uttarakhand,72,25,46,1
9194,15/05/2020,Uttarakhand,78,27,50,1
9195,16/05/2020,Uttarakhand,82,30,51,1
9196,17/05/2020,Uttarakhand,88,36,51,1
9197,18/05/2020,Uttarakhand,92,39,52,1
9198,19/05/2020,Uttarakhand,93,40,52,1
9199,20/05/2020,Uttarakhand,111,58,52,1
9200,21/05/2020,Uttarakhand,122,68,53,1
9201,22/05/2020,Uttarakhand,146,91,54,1
9202,23/05/2020,Uttarakhand,153,96,56,1
9203,24/05/2020,Uttarakhand,244,186,56,2
9204,25/05/2020,Uttarakhand,317,256,58,3
9205,26/05/2020,Uttarakhand,349,288,58,3
9206,27/05/2020,Uttarakhand,401,333,64,4
9207,28/05/2020,Uttarakhand,469,386,79,4
9208,29/05/2020,Uttarakhand,500,417,79,4
9209,30/05/2020,Uttarakhand,716,609,102,5
9210,31/05/2020,Uttarakhand,749,642,102,5
9211,01/06/2020,Uttarakhand,907,800,102,5
9212,02/06/2020,Uttarakhand,958,730,222,6
9213,03/06/2020,Uttarakhand,1043,784,252,7
9214,04/06/2020,Uttarakhand,1085,795,282,8
9215,05/06/2020,Uttarakhand,1153,846,297,10
9216,06/06/2020,Uttarakhand,1215,860,344,11
9217,07/06/2020,Uttarakhand,1303,869,423,11
9218,08/06/2020,Uttarakhand,1355,814,528,13
9219,09/06/2020,Uttarakhand,1411,684,714,13
9220,10/06/2020,Uttarakhand,1537,769,755,13
9221,11/06/2020,Uttarakhand,1562,716,831,15
9222,12/06/2020,Uttarakhand,1643,786,842,15
9223,13/06/2020,Uttarakhand,1724,756,947,21
9224,14/06/2020,Uttarakhand,1785,685,1077,23
9225,15/06/2020,Uttarakhand,1819,684,1111,24
9226,16/06/2020,Uttarakhand,1845,632,1189,24
9227,17/06/2020,Uttarakhand,1942,701,1216,25
9228,18/06/2020,Uttarakhand,2023,743,1254,26
9229,19/06/2020,Uttarakhand,2102,690,1386,26
9230,20/06/2020,Uttarakhand,2177,718,1433,26
9231,21/06/2020,Uttarakhand,2301,824,1450,27
9232,22/06/2020,Uttarakhand,2344,817,1500,27
9233,23/06/2020,Uttarakhand,2402,853,1521,28
9234,24/06/2020,Uttarakhand,2535,903,1602,30
